subject,palette,user_answer,time,ref,left,right,true_answer,correct,incorrect,baseline,luminance_left,luminance_right,luminance_total,luminance_diff,lab_left,lab_right,lab_total,lab_diff,ucs_left,ucs_right,ucs_total,ucs_diff,name_left,name_right,name_total,name_diff,sal_left,sal_right,sal_ref,create_time
599df483f3bc994da6458e55,viridis,b,1259,0.3,0.2,0.35,b,true,0,0.05,7.527,3.835,11.362,3.692,21.333,10.941,32.223,10.392,11.936,6.296,18.117,5.640,0.071,0.015,0.115,0.056,0.318,0.280,0.365,Wed Aug 23 2017 14:36:33 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,2219,0.2,0.15,0.3,a,true,0,0.05,4.205,7.527,11.732,3.322,10.533,21.333,31.763,10.800,6.432,11.936,18.224,5.504,0.475,0.071,0.747,-0.404,0.339,0.365,0.318,Wed Aug 23 2017 14:36:36 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,b,1262,0.55,0.15,0.75,b,true,0,0.20,30.283,15.012,45.296,15.271,82.642,46.346,123.179,36.296,46.855,24.927,68.055,21.928,0.947,0.712,1.000,0.235,0.339,0.397,0.241,Wed Aug 23 2017 14:36:37 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,b,1000,0.7,0.5,0.8,b,true,0,0.10,14.708,7.047,21.754,7.661,44.205,25.096,66.366,19.109,24.399,12.144,36.001,12.255,0.712,0.025,0.826,0.687,0.228,0.436,0.358,Wed Aug 23 2017 14:36:38 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,1116,0.1,0,0.15,b,false,1,0.05,8.514,4.200,12.713,4.314,13.045,8.032,19.756,5.013,12.086,6.065,17.975,6.021,0.026,0.010,0.060,0.016,0.480,0.339,0.411,Wed Aug 23 2017 14:36:39 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,1060,0.45,0.25,0.85,a,true,0,0.20,14.857,29.626,44.484,14.769,41.554,87.439,121.996,45.885,24.104,48.140,68.625,24.036,0.374,0.940,1.000,0.566,0.372,0.297,0.226,Wed Aug 23 2017 14:36:40 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,1031,0.7,0.6,0.9,a,true,0,0.10,7.563,14.602,22.165,7.039,24.033,52.802,72.665,28.769,12.751,24.563,36.527,11.812,0.243,0.412,0.611,0.169,0.278,0.202,0.358,Wed Aug 23 2017 14:36:41 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,b,1453,0.45,0.05,0.65,b,true,0,0.20,31.516,15.006,46.522,16.510,73.520,43.327,113.446,30.193,45.658,24.757,65.900,20.901,0.986,0.647,1.000,0.339,0.510,0.315,0.226,Wed Aug 23 2017 14:36:43 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,1120,0.5,0.3,0.6,b,false,1,0.10,15.168,7.144,22.312,8.024,42.027,20.689,62.404,21.338,24.918,11.788,36.313,13.130,0.635,0.180,0.900,0.455,0.365,0.278,0.228,Wed Aug 23 2017 14:36:44 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,1548,0.55,0.35,0.95,a,true,0,0.20,14.717,29.435,44.152,14.718,40.883,89.665,117.569,48.782,24.342,46.950,67.261,22.608,0.585,0.991,1.000,0.406,0.280,0.490,0.241,Wed Aug 23 2017 14:36:45 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,995,0.4,0.3,0.6,a,true,0,0.10,7.463,14.850,22.312,7.387,21.117,41.549,62.404,20.432,12.349,24.419,36.313,12.070,0.077,0.620,0.900,0.543,0.365,0.278,0.224,Wed Aug 23 2017 14:36:46 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,b,1303,0.8,0.6,0.9,b,true,0,0.10,14.610,7.555,22.165,7.055,47.787,29.151,72.665,18.636,24.677,12.779,36.527,11.898,0.346,0.334,0.611,0.012,0.278,0.202,0.436,Wed Aug 23 2017 14:36:48 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,996,0.9,0.8,0.95,b,false,1,0.05,7.555,3.509,11.064,4.046,29.151,13.869,42.080,15.282,12.779,6.323,18.777,6.456,0.334,0.576,0.959,-0.242,0.436,0.490,0.202,Wed Aug 23 2017 14:36:49 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,a,1209,0.5,0.45,0.6,a,true,0,0.05,4.010,7.144,11.154,3.134,11.186,20.689,31.828,9.503,6.748,11.788,18.496,5.040,0.072,0.180,0.358,0.108,0.226,0.278,0.228,Wed Aug 23 2017 14:36:50 GMT-0700 (PDT)
599df483f3bc994da6458e55,viridis,b,969,0.5,0.4,0.55,b,true,0,0.05,7.705,3.383,11.089,4.322,20.984,9.789,30.741,11.195,12.749,5.653,18.361,7.096,0.316,0.010,0.392,0.306,0.224,0.241,0.228,Wed Aug 23 2017 14:36:51 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,7353,0.3,0.2,0.5,a,false,1,0.10,17.191,18.973,36.164,1.782,21.542,30.291,50.470,8.749,18.564,26.461,43.573,7.897,0.188,0.913,0.948,0.725,0.362,0.211,0.343,Wed Aug 23 2017 14:33:26 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,4288,0.45,0.05,0.65,b,true,0,0.20,61.656,8.413,53.243,53.243,70.754,44.220,92.551,26.534,64.586,25.371,70.183,39.215,0.879,0.998,1.000,-0.119,0.465,0.314,0.219,Wed Aug 23 2017 14:33:31 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,4160,0.3,0.1,0.4,b,true,0,0.10,34.175,13.116,47.291,21.059,41.584,17.822,57.241,23.762,36.286,15.035,50.342,21.251,0.427,0.082,0.670,0.345,0.539,0.273,0.343,Wed Aug 23 2017 14:33:35 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,3952,0.4,0,0.6,b,true,0,0.20,68.885,0.826,69.712,68.059,74.338,34.081,90.481,40.257,70.008,22.946,78.562,47.062,0.807,0.998,1.000,-0.191,0.463,0.228,0.273,Wed Aug 23 2017 14:33:39 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,2959,0.5,0.45,0.6,a,true,0,0.05,1.672,5.030,3.359,3.358,6.789,23.234,29.427,16.445,7.055,12.525,18.862,5.470,0.117,0.739,0.966,0.622,0.219,0.228,0.211,Wed Aug 23 2017 14:33:42 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,3345,0.5,0.3,0.6,b,true,0,0.10,18.973,5.030,13.942,13.943,30.291,23.234,48.129,7.057,26.461,12.525,34.150,13.936,0.913,0.739,1.000,0.174,0.343,0.228,0.211,Wed Aug 23 2017 14:33:45 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,3552,0.1,0.05,0.2,a,true,0,0.05,10.181,16.983,27.164,6.802,10.880,21.111,30.772,10.231,10.437,18.058,28.265,7.621,0.056,0.062,0.148,0.006,0.465,0.362,0.539,Wed Aug 23 2017 14:33:49 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,7728,0.55,0.35,0.95,a,true,0,0.20,10.419,52.725,42.306,42.306,28.961,69.635,83.338,40.674,23.414,54.320,57.978,30.906,0.920,0.994,1.000,0.074,0.294,0.433,0.190,Wed Aug 23 2017 14:33:56 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,4127,0.5,0.3,0.9,a,true,0,0.20,18.973,46.815,27.842,27.842,30.291,76.859,88.931,46.568,26.461,51.816,53.957,25.355,0.913,0.995,1.000,0.082,0.343,0.345,0.211,Wed Aug 23 2017 14:34:01 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,4736,0.4,0.2,0.5,b,true,0,0.10,30.307,5.857,36.164,24.450,38.673,12.946,50.470,25.727,33.230,12.388,43.573,20.842,0.401,0.699,0.948,-0.298,0.362,0.211,0.273,Wed Aug 23 2017 14:34:05 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,4336,0.4,0.3,0.45,b,true,0,0.05,13.116,4.185,17.301,8.931,17.822,6.551,24.307,11.271,15.035,5.760,20.651,9.275,0.082,0.355,0.583,-0.273,0.343,0.219,0.273,Wed Aug 23 2017 14:34:10 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,5256,0.7,0.6,0.75,b,true,0,0.05,11.133,7.353,18.486,3.780,29.933,13.829,43.397,16.104,14.401,7.892,22.021,6.509,0.349,0.320,0.894,0.029,0.228,0.347,0.277,Wed Aug 23 2017 14:34:15 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,5552,0.6,0.5,0.65,b,false,1,0.05,5.030,5.055,10.085,-0.025,23.234,15.091,38.198,8.143,12.525,7.179,19.482,5.346,0.739,0.102,0.855,0.637,0.211,0.314,0.228,Wed Aug 23 2017 14:34:20 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,2904,0.7,0.65,0.8,a,true,0,0.05,6.079,15.333,21.412,9.254,14.882,23.185,37.297,8.303,7.288,15.772,22.691,8.484,0.142,0.409,0.838,0.267,0.314,0.495,0.277,Wed Aug 23 2017 14:34:23 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,5104,0.45,0.25,0.85,a,true,0,0.20,25.736,37.457,11.721,11.721,34.405,81.056,95.370,46.651,29.456,49.352,52.403,19.896,0.667,1.000,1.000,0.333,0.315,0.400,0.219,Wed Aug 23 2017 14:34:28 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,2792,0.6,0.55,0.7,a,true,0,0.05,3.649,11.133,14.782,7.484,13.425,29.933,43.209,16.508,6.769,14.401,20.985,7.632,0.474,0.349,0.796,-0.125,0.190,0.277,0.228,Wed Aug 23 2017 14:34:31 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,6144,0.2,0,0.3,b,true,0,0.10,38.578,17.191,55.769,21.387,41.561,21.542,60.075,20.019,39.201,18.564,56.752,20.637,0.399,0.188,0.650,0.211,0.463,0.343,0.362,Wed Aug 23 2017 14:34:37 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,11208,0.2,0.15,0.3,a,false,1,0.05,8.517,17.191,25.709,8.674,11.752,21.542,32.698,9.790,9.293,18.564,27.708,9.271,0.027,0.188,0.338,0.161,0.474,0.343,0.362,Wed Aug 23 2017 14:34:49 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,2448,0.4,0.3,0.6,a,true,0,0.10,13.116,0.826,13.942,-12.290,17.822,34.081,48.129,16.259,15.035,22.946,34.150,7.911,0.082,0.998,1.000,0.916,0.343,0.228,0.273,Wed Aug 23 2017 14:34:51 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,3000,0.8,0.6,0.9,b,true,0,0.10,26.466,15.318,41.784,11.148,51.710,17.865,57.838,33.845,29.326,15.989,42.960,13.337,0.974,0.373,0.935,0.601,0.228,0.345,0.495,Wed Aug 23 2017 14:34:54 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,2104,0.4,0.35,0.5,a,true,0,0.05,5.944,5.857,11.801,-0.087,8.328,12.946,21.006,4.618,7.015,12.388,18.921,5.373,0.015,0.699,0.822,0.684,0.294,0.211,0.273,Wed Aug 23 2017 14:34:56 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,2480,0.1,0,0.15,b,true,0,0.05,21.595,8.466,30.061,13.129,23.199,9.708,32.008,13.491,21.647,8.864,30.367,12.783,0.300,0.009,0.353,0.291,0.463,0.474,0.539,Wed Aug 23 2017 14:35:03 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,2808,0.8,0.7,0.85,b,true,0,0.05,15.333,7.632,22.965,7.701,23.185,8.634,29.168,14.551,15.772,7.861,23.246,7.911,0.409,0.057,0.458,0.352,0.277,0.400,0.495,Wed Aug 23 2017 14:35:06 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,4792,0.7,0.6,0.9,a,true,0,0.10,11.133,30.651,41.784,19.518,29.933,34.821,57.838,4.888,14.401,30.950,42.960,16.549,0.349,0.623,0.935,0.274,0.228,0.345,0.277,Wed Aug 23 2017 14:35:11 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,8528,0.5,0.4,0.7,a,true,0,0.10,5.857,16.164,10.307,10.307,12.946,52.854,62.655,39.908,12.388,26.370,34.575,13.982,0.699,0.914,1.000,0.215,0.273,0.277,0.211,Wed Aug 23 2017 14:35:19 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,4015,0.7,0.5,0.8,b,true,0,0.10,16.164,15.333,31.497,0.831,52.854,23.185,73.532,29.669,26.370,15.772,40.023,10.598,0.914,0.409,0.997,0.505,0.211,0.495,0.277,Wed Aug 23 2017 14:35:23 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,2872,0.6,0.4,0.7,b,false,1,0.10,0.826,11.133,10.307,-10.307,34.081,29.933,62.655,4.148,22.946,14.401,34.575,8.545,0.998,0.349,1.000,0.649,0.273,0.277,0.228,Wed Aug 23 2017 14:35:26 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,9057,0.2,0.1,0.25,b,true,0,0.05,16.983,8.756,25.740,8.227,21.111,11.513,32.217,9.598,18.058,9.565,27.483,8.493,0.062,0.026,0.159,0.036,0.539,0.315,0.362,Wed Aug 23 2017 14:35:35 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,11367,0.6,0.5,0.8,a,true,0,0.10,5.030,26.466,31.497,21.436,23.234,51.710,73.532,28.476,12.525,29.326,40.023,16.801,0.739,0.974,0.997,0.235,0.211,0.495,0.228,Wed Aug 23 2017 14:35:47 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,3593,0.55,0.15,0.75,b,true,0,0.20,43.300,22.135,21.165,21.165,66.135,56.460,102.945,9.675,54.340,28.381,58.848,25.959,1.000,0.967,1.000,0.033,0.474,0.347,0.190,Wed Aug 23 2017 14:35:50 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,3607,0.6,0.2,0.8,b,true,0,0.20,31.134,26.466,4.667,4.668,65.729,51.710,101.295,14.019,48.752,29.326,54.548,19.426,1.000,0.974,1.000,0.026,0.362,0.495,0.228,Wed Aug 23 2017 14:35:54 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,3392,0.5,0.4,0.55,b,false,1,0.05,5.857,1.382,4.475,4.475,12.946,9.861,21.667,3.085,12.388,5.902,17.483,6.486,0.699,0.070,0.818,0.629,0.273,0.190,0.211,Wed Aug 23 2017 14:35:57 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,5896,0.6,0.4,1,a,true,0,0.20,0.826,56.529,55.703,55.703,34.081,62.605,80.463,28.524,22.946,56.637,64.090,33.691,0.998,0.957,1.000,-0.041,0.273,0.656,0.228,Wed Aug 23 2017 14:36:03 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,5476,0.8,0.75,0.9,a,true,0,0.05,7.980,15.318,23.298,7.338,9.988,17.865,25.553,7.877,8.052,15.989,23.789,7.937,0.010,0.373,0.372,0.363,0.347,0.345,0.495,Wed Aug 23 2017 14:36:08 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,2856,0.5,0.1,0.7,b,true,0,0.20,53.147,16.164,36.984,36.983,67.765,52.854,98.107,14.911,59.536,26.370,63.534,33.166,0.969,0.914,1.000,0.055,0.539,0.277,0.211,Wed Aug 23 2017 14:36:11 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,6816,0.3,0.2,0.35,b,false,1,0.05,17.191,7.172,24.363,10.019,21.542,9.504,30.585,12.038,18.564,8.054,26.427,10.510,0.188,0.036,0.334,0.152,0.362,0.294,0.343,Wed Aug 23 2017 14:36:18 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,2792,0.2,0.1,0.4,a,false,1,0.10,16.983,30.307,47.291,13.324,21.111,38.673,57.241,17.562,18.058,33.230,50.342,15.172,0.062,0.401,0.670,0.339,0.539,0.273,0.362,Wed Aug 23 2017 14:36:21 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,2568,0.8,0.7,1,a,true,0,0.10,15.333,30.062,45.396,14.729,23.185,37.360,47.692,14.175,15.772,31.870,46.016,16.098,0.409,0.928,0.938,0.519,0.277,0.656,0.495,Wed Aug 23 2017 14:36:24 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,2112,0.3,0.25,0.4,a,true,0,0.05,8.435,13.116,21.551,4.681,10.340,17.822,28.012,7.482,9.078,15.035,23.973,5.957,0.080,0.082,0.254,0.002,0.315,0.273,0.343,Wed Aug 23 2017 14:36:26 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,b,5040,0.9,0.8,0.95,b,true,0,0.05,15.318,7.292,22.610,8.026,17.865,9.841,26.991,8.024,15.989,7.926,23.766,8.063,0.373,0.163,0.839,0.210,0.495,0.433,0.345,Wed Aug 23 2017 14:36:31 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,4176,0.4,0.2,0.8,a,true,0,0.20,30.307,25.640,4.667,-4.667,38.673,82.097,101.295,43.424,33.230,45.656,54.548,12.426,0.401,1.000,1.000,0.599,0.362,0.495,0.273,Wed Aug 23 2017 14:36:35 GMT-0700 (PDT)
599df49ff3bc994da6458eec,blueorange,a,6208,0.9,0.85,1,a,true,0,0.05,7.686,14.745,22.431,7.059,9.563,20.824,29.967,11.261,8.168,16.184,24.228,8.016,0.163,0.244,0.683,0.081,0.400,0.656,0.345,Wed Aug 23 2017 14:36:41 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,5392,0.5,0.1,0.7,b,true,0,0.20,31.100,14.708,45.807,16.392,80.215,44.205,120.379,36.010,46.678,24.399,67.156,22.279,0.965,0.712,0.999,0.253,0.411,0.358,0.228,Wed Aug 23 2017 14:36:55 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,2696,0.7,0.5,0.8,b,true,0,0.10,14.708,7.047,21.754,7.661,44.205,25.096,66.366,19.109,24.399,12.144,36.001,12.255,0.712,0.025,0.826,0.687,0.228,0.436,0.358,Wed Aug 23 2017 14:36:57 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,6055,0.55,0.15,0.75,b,false,1,0.20,30.283,15.012,45.296,15.271,82.642,46.346,123.179,36.296,46.855,24.927,68.055,21.928,0.947,0.712,1.000,0.235,0.339,0.397,0.241,Wed Aug 23 2017 14:37:03 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,3777,0.45,0.05,0.65,b,false,1,0.20,31.516,15.006,46.522,16.510,73.520,43.327,113.446,30.193,45.658,24.757,65.900,20.901,0.986,0.647,1.000,0.339,0.510,0.315,0.226,Wed Aug 23 2017 14:37:07 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,5032,0.5,0.4,0.7,a,true,0,0.10,7.705,14.708,22.413,7.003,20.984,44.205,64.473,23.221,12.749,24.399,36.752,11.650,0.316,0.712,0.919,0.396,0.224,0.358,0.228,Wed Aug 23 2017 14:37:12 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,1992,0.4,0.35,0.5,a,true,0,0.05,3.628,7.705,11.334,4.077,10.189,20.984,31.150,10.795,6.085,12.749,18.775,6.664,0.029,0.316,0.502,0.287,0.280,0.228,0.224,Wed Aug 23 2017 14:37:14 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,2071,0.5,0.4,0.55,b,true,0,0.05,7.705,3.383,11.089,4.322,20.984,9.789,30.741,11.195,12.749,5.653,18.361,7.096,0.316,0.010,0.392,0.306,0.224,0.241,0.228,Wed Aug 23 2017 14:37:16 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,2937,0.4,0.2,0.8,a,true,0,0.20,14.990,29.459,44.449,14.469,42.326,85.109,122.369,42.783,24.002,47.899,68.105,23.897,0.183,0.973,1.000,0.790,0.318,0.436,0.224,Wed Aug 23 2017 14:37:19 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,3824,0.4,0,0.6,b,false,1,0.20,31.908,14.850,46.758,17.058,66.488,41.549,104.523,24.939,45.042,24.419,64.396,20.623,0.977,0.620,0.999,0.357,0.480,0.278,0.224,Wed Aug 23 2017 14:37:23 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,9960,0.6,0.2,0.8,b,true,0,0.20,29.839,14.610,44.449,15.229,83.112,47.787,122.369,35.325,47.036,24.677,68.105,22.359,0.942,0.346,1.000,0.596,0.318,0.436,0.278,Wed Aug 23 2017 14:37:33 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,2335,0.8,0.75,0.9,a,true,0,0.05,3.359,7.555,10.914,4.196,12.847,29.151,41.465,16.304,5.952,12.779,18.581,6.827,0.010,0.334,0.385,0.324,0.397,0.202,0.436,Wed Aug 23 2017 14:37:35 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,2496,0.5,0.3,0.6,b,true,0,0.10,15.168,7.144,22.312,8.024,42.027,20.689,62.404,21.338,24.918,11.788,36.313,13.130,0.635,0.180,0.900,0.455,0.365,0.278,0.228,Wed Aug 23 2017 14:37:38 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,2736,0.1,0,0.15,b,true,0,0.05,8.514,4.200,12.713,4.314,13.045,8.032,19.756,5.013,12.086,6.065,17.975,6.021,0.026,0.010,0.060,0.016,0.480,0.339,0.411,Wed Aug 23 2017 14:37:40 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,2584,0.7,0.65,0.8,a,true,0,0.05,3.711,7.047,10.758,3.336,12.421,25.096,36.954,12.675,6.419,12.144,18.473,5.725,0.036,0.025,0.098,-0.011,0.315,0.436,0.358,Wed Aug 23 2017 14:37:43 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,2649,0.6,0.5,0.65,b,true,0,0.05,7.144,3.852,10.996,3.292,20.689,11.742,32.285,8.947,11.788,6.357,18.098,5.431,0.180,0.099,0.487,0.081,0.228,0.315,0.278,Wed Aug 23 2017 14:37:46 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,1879,0.8,0.7,1,a,true,0,0.10,7.047,14.586,21.633,7.539,25.096,51.683,72.260,26.587,12.144,24.140,34.912,11.996,0.025,1.000,1.000,0.975,0.358,0.728,0.436,Wed Aug 23 2017 14:37:48 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,5568,0.6,0.4,1,a,false,1,0.20,14.850,29.196,44.046,14.346,41.549,88.248,113.246,46.699,24.419,45.758,65.580,21.339,0.620,1.000,1.000,0.380,0.224,0.728,0.278,Wed Aug 23 2017 14:37:53 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,5080,0.2,0,0.3,b,true,0,0.10,16.918,7.527,24.445,9.391,28.439,21.333,47.217,7.106,24.010,11.936,34.707,12.074,0.689,0.071,0.959,0.618,0.480,0.365,0.318,Wed Aug 23 2017 14:37:58 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,2233,0.5,0.45,0.6,a,true,0,0.05,4.010,7.144,11.154,3.134,11.186,20.689,31.828,9.503,6.748,11.788,18.496,5.040,0.072,0.180,0.358,0.108,0.226,0.278,0.228,Wed Aug 23 2017 14:38:00 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,3351,0.55,0.35,0.95,a,true,0,0.20,14.717,29.435,44.152,14.718,40.883,89.665,117.569,48.782,24.342,46.950,67.261,22.608,0.585,0.991,1.000,0.406,0.280,0.490,0.241,Wed Aug 23 2017 14:38:04 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,2216,0.9,0.85,1,a,true,0,0.05,3.693,7.031,10.724,3.338,14.607,24.974,38.547,10.367,6.327,12.169,18.168,5.842,0.172,0.661,0.978,0.489,0.297,0.728,0.202,Wed Aug 23 2017 14:38:06 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,2080,0.7,0.6,0.9,a,true,0,0.10,7.563,14.602,22.165,7.039,24.033,52.802,72.665,28.769,12.751,24.563,36.527,11.812,0.243,0.412,0.611,0.169,0.278,0.202,0.358,Wed Aug 23 2017 14:38:11 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,5280,0.8,0.6,0.9,b,true,0,0.10,14.610,7.555,22.165,7.055,47.787,29.151,72.665,18.636,24.677,12.779,36.527,11.898,0.346,0.334,0.611,0.012,0.278,0.202,0.436,Wed Aug 23 2017 14:38:17 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,4368,0.3,0.25,0.4,a,false,1,0.05,3.699,7.463,11.162,3.764,10.705,21.117,31.783,10.412,5.952,12.349,18.205,6.397,0.010,0.077,0.113,0.067,0.372,0.224,0.365,Wed Aug 23 2017 14:38:21 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,1936,0.4,0.3,0.45,b,true,0,0.05,7.463,3.696,11.158,3.767,21.117,9.818,30.915,11.299,12.349,6.029,18.319,6.320,0.077,0.098,0.328,-0.021,0.365,0.226,0.224,Wed Aug 23 2017 14:38:23 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,9072,0.5,0.3,0.9,a,true,0,0.20,15.168,29.310,44.478,14.142,42.027,88.366,120.599,46.339,24.918,47.240,68.450,22.322,0.635,0.897,1.000,0.262,0.365,0.202,0.228,Wed Aug 23 2017 14:38:32 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,2368,0.3,0.2,0.35,b,true,0,0.05,7.527,3.835,11.362,3.692,21.333,10.941,32.223,10.392,11.936,6.296,18.117,5.640,0.071,0.015,0.115,0.056,0.318,0.280,0.365,Wed Aug 23 2017 14:38:34 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,9552,0.1,0.05,0.2,a,true,0,0.05,4.425,8.405,12.830,3.980,6.786,18.385,23.982,11.599,6.276,12.425,18.471,6.149,0.010,0.580,0.682,0.570,0.510,0.318,0.411,Wed Aug 23 2017 14:38:44 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,2232,0.45,0.25,0.85,a,true,0,0.20,14.857,29.626,44.484,14.769,41.554,87.439,121.996,45.885,24.104,48.140,68.625,24.036,0.374,0.940,1.000,0.566,0.372,0.297,0.226,Wed Aug 23 2017 14:38:46 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,25367,0.3,0.2,0.5,a,true,0,0.10,7.527,15.168,22.695,7.641,21.333,42.027,63.046,20.694,11.936,24.918,36.130,12.982,0.071,0.635,0.716,0.564,0.318,0.228,0.365,Wed Aug 23 2017 14:39:11 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,3008,0.6,0.5,0.8,a,true,0,0.10,7.144,14.610,21.754,7.466,20.689,47.787,66.366,27.098,11.788,24.677,36.001,12.889,0.180,0.346,0.826,0.166,0.228,0.436,0.278,Wed Aug 23 2017 14:39:14 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,b,2201,0.4,0.2,0.5,b,true,0,0.10,14.990,7.705,22.695,7.285,42.326,20.984,63.046,21.342,24.002,12.749,36.130,11.253,0.183,0.316,0.716,-0.133,0.318,0.228,0.224,Wed Aug 23 2017 14:39:17 GMT-0700 (PDT)
599df49ff3bc994da6458eec,viridis,a,8608,0.4,0.3,0.6,a,true,0,0.10,7.463,14.850,22.312,7.387,21.117,41.549,62.404,20.432,12.349,24.419,36.313,12.070,0.077,0.620,0.900,0.543,0.365,0.278,0.224,Wed Aug 23 2017 14:39:25 GMT-0700 (PDT)
